"TITRE";"ID";"CODE";"NOM_SOURCE";"AUTEUR";"CRITIQUE";"NOTE"
"90'S";"127";"40070171";"aVoir-aLire.com";"Julien Dugois";"Loin des comédies potaches auxquelles il s’est trop souvent cantonné, le comédien Jonah Hill fait preuve d’un surprenant talent pour son premier long en qualité de réalisateur, et signe une reconstitution des années 90 qui nous fait regretter ce temps où le fish-eye était à la mode.";"4"
"90'S";"128";"40069360";"Cahiers du Cinéma";"Joachim Lepastier";"Le film aura finalement trouvé son ton, dans une vraie condensation, rendant à leur densité première les moments essentiels où un jeune garçon a transcendé son complexe d’infériorité pour en extraire une véritable poétique de petit homme.";"4"
"90'S";"129";"40070372";"Dernières Nouvelles d'Alsace";"Nathalie Chifflet";"Le portrait de cette famille, doublé d’un récit d’apprentissage, est émouvant, drôle, sombre, dérangeant, sincère. Un grand premier film.";"4"
"90'S";"130";"40070206";"La Croix";"Céline Rouden";"Très représentatif de la nouvelle génération du cinéma indépendant américain, ce film alliant naturalisme et réalisation léchée, possède le charme nostalgique des souvenirs d’une enfance trop vite envolée.";"3"
"90'S";"131";"40070238";"Positif";"William Le Personnic";"La violence sociale de Larry Clark mêlée à la finesse de Gus Van Sant, la vision de Jonah Hill quant à elle, se démarque par ce rite initiatique coloré d'une mélancolie authentique.";"4"
"90'S";"132";"40070355";"Le Nouvel Observateur";"François Forestier";"Récit autobiographique réalisé par Jonah Hill, le film serait sympathique s’il n’était réalisé à la hache : les scènes s’enchaînent mal, la caméra ne sait où se placer, et, malgré quelques scènes amusantes, comme le dépucelage de Stevie, l’ensemble ressemble à un brouillon, ponctué par la musique de Nine Inch Nails.";"2"
"90'S";"133";"40070339";"Le Point";"Philippe Guedj";"L'ex-comédien bouffon signe une œuvre solaire et universelle sur l'enfance turbulente, dans le milieu des skaters de LA.";"4"
"90'S";"134";"40069143";"La Septième Obsession";"Jérôme d’Estais";"Si ""90’s"" touche autant, c’est qu’il tranche dans le gras, sans afêteries, avec un sens aigu de l’espace et du temps, recréant les années 1990 à hauteur d’enfant (...).";"3"
"90'S";"135";"40070319";"Ouest France";"Sylvestre Picard ";"Cette brève chronique d'apprentissage parvient à saisir avec une justesse inouïe l'instant du passage de l'enfance à l'adolescence.";"5"
"90'S";"136";"40070233";"L'Express";"Christophe Carrière";"Si le sujet de ""90's"" est archi-balisé, ce premier long-métrage se démarque par son absence de pathos et d'angélisme. Tout y sonne juste, authentique, avec son lot de discussions à l'emporte-pièce sur le sexe, la famille, le skate, où c'est à qui sortira la meilleure vanne ou aura le dernier mot.";"5"
"90'S";"137";"40070313";"Le Dauphiné Libéré";"Jean Serroy";"Entre skate et rap, le portrait d’une jeunesse et d’une génération, avec un petit côté nostalgique qui ajoute au charme de l’ensemble.";"4"
"90'S";"138";"40070279";"20 Minutes";"Caroline Vié";"La bande-son est ahurissante par la manière dont elle replonge au milieu des années 1990 où se situe le film. Wu Tang, Cypress Hill et Mobb Depp rythment les aventures tragicomiques d’adolescents à l’humour dévastateur. Jonah Hill a vécu cette période et cela se sent.";"4"
"90'S";"139";"40070342";"Elle";"Françoise Delbecq";"Un film sobre et poignant.";"4"
"90'S";"140";"40070309";"Télé Loisirs";"Marc Arlin";"Première réalisation de l'acteur Jonah Hill, ce récit initiatique drôle et sensible est inspiré de son adolescence.";"3"
"90'S";"141";"40070185";"Le Monde";"Thomas Sotinel";"Les acteurs, pour la plupart débutants, parviennent souvent à sortir les autres personnages de la banalité grâce au regard bienveillant mais lucide de Jonah Hill.";"3"
"90'S";"142";"40070848";"Rolling Stone";"Sophie Rosemont";"(...) l’un des films d’apprentissage les touchants du cinéma américain.";"5"
"90'S";"143";"40070196";"Télérama";"Jacques Morice";"Un premier film magnifique, aux accents autobiographiques.";"5"
"90'S";"144";"40070208";"Première";"Sylvestre Picard ";"Le premier film réalisé par Jonah Hill capte avec une perfection démente la veille de l’adolescence.";"4"
"90'S";"145";"40070303";"L'Humanité";"Vincent Ostria";"Le film aurait pu être encore plus cru et plus brut (on n’est jamais content), mais Jonah Hill ne tombe jamais dans les panneaux attendus. Un montage audacieux étaie l’appropriation du médium par le cinéaste en herbe, qui en fait son nouveau terrain de jeu.";"4"
"90'S";"146";"40070270";"Critikat.com";"Thomas Lequeu";"S’il n’est pas dénué de certains tics du teen-movie, 90’s trouve toutefois sa singularité dans le regard à la fois fasciné et cruel qu’il pose sur la sortie de l’enfance.";"3"
"90'S";"147";"40070306";"GQ";"Étienne Menu";"La beauté de 90’s tient dans la mélancolie de ses plans, la ­pudeur et l’impudeur de ses dialogues, la simplicité de son propos [...].";"4"
"90'S";"148";"40070255";"Libération";"Camille Nevers";"""90’s"" commence idéalement dans l’élan ivre de possibles de son petit héros, seulement s’essouffle vers le milieu à trop vouloir remplir toutes les cases d’un scénario, ne déplaire à personne.";"3"
"90'S";"149";"40070369";"Culturopoing.com";"Vincent Nicolet";"Tendre, drôle, sensible, ""90’s"", accompagne son jeune héros [...] en ne négligeant aucun des passages obligés [...] inhérents à la période, lesquels sont rejoués, revisités avec une délicate singularité.";"4"
"90'S";"150";"40070291";"Le Figaro";"La Rédaction";"90’s, chronique languide sans coup d’éclat, exprime une grande tendresse pour ces garçons aux surnoms pas possibles.";"4"
"99 HOMES";"151";"40032219";"Le Journal du Dimanche";"Stéphanie Belpêche";"Après une scène d’ouverture choc, le scénario déroule ses arguments implacables. L'interprétation est saisissante de vérité. Michael Shannon excelle dans le rôle de Rick, le golden boy charismatique, ambitieux et impitoyable qui côtoie le désespoir au quotidien avec un cynisme absolu.";"4"
"99 HOMES";"152";"40034367";"L'Express";"Eric Libiot";"Une chronique sociale mâtinée de polar qui peint un pays en proie à ses démons. Par un cinéaste passionnant.";"4"
"99 HOMES";"153";"40030212";"Positif";"Nicolas Bauche";"Le long-métrage de Ramin Bahrani, brillamment écrit et filmé, dessine une angoisse de plus en plus prégnante dans le cinéma américain tourmenté par la crise des subprimes et le catastrophisme financier.";"4"
"99 HOMES";"154";"40032130";"La Croix";"Corinne Renou-Nativel";"Cet excellent thriller sociétal a pour cadre les banlieues résidentielles dans la lumière dorée d’un été en Floride, décor de carton-pâte qui ne dissimule plus les conséquences de la crise des subprimes.";"4"
"99 HOMES";"155";"40032169";"Les Inrockuptibles";"Jacky Goldberg";"Sous le soleil de Floride, où la spéculation immobilière fut la plus sauvage (…), le rêve américain se matérialise pour aussitôt se muer en cauchemar éveillé, grâce à la mise en scène précise et inspirée de Ramin Bahrani, qui a clairement passé un cap depuis ses premiers films au naturalisme bon teint…";"4"
"99 HOMES";"156";"40032844";"Marianne";"Grégoire Chertok";"Ramin Bahrani nous offre ici une vision peut-être trop manichéenne du système américain ; mais il est certain qu'il appuie avec justesse là où cela fait mal.";"3"
"99 HOMES";"157";"40032040";"Critikat.com";"Josué Morel";"Le poids des faits est si fort que le film peine à décoller vraiment de ses situations et reste vissé aux rails d’un scénario dont l’horizon moral (jusqu’où aller pour sauver sa peau dans un monde impitoyable ?) est alourdi par un surplus psychologique.";"2"
"99 HOMES";"158";"40031861";"Culturebox - France Télévisions";"Pierre-Yves Grenu";"Ramin Bahrani décrit une Amérique en pleine stupeur, à bout de souffle et qui découvre les dégâts. Les prédateurs sont en place, le désossement peut commencer.";"4"
"99 HOMES";"159";"40031983";"Le Monde";"Thomas Sotinel";"""99 Homes"" bouillonne de colère, ce qui n'empêche pas sa lucidité.";"3"
"A HISTORY OF VIOLENCE";"161";"18550729";"L'Humanité";"Émile Breton";"(...) Maîtrise de l'écriture, sûreté du jugement : c'est la grande forme. Et ce film qui s'ouvrait sur une tranquillité dont on n'allait pas tarder à savoir qu'elle n'était qu'un leurre...";"5"
"A HISTORY OF VIOLENCE";"162";"18550370";"Le Point";"François-Guillaume Lorrain";"<i>Voir la critique sur www.lepoint.fr</i>";"5"
"A HISTORY OF VIOLENCE";"163";"18493671";"Zurban";"Charlotte Lipinska";"<i>(critique cannoise)</I> De mémoire de cinéphile, jamais on n'aura autant ri devant un film de Cronenberg (...) Porté par un casting label rouge irréprochable, le film divertit aussi efficacement qu'élégamment. Les fans seront certes déroutés. Mais auraient tort de bouder leur plaisir...";"4"
"A HISTORY OF VIOLENCE";"164";"18494294";"MCinéma.com";"Aurélien Allin";"<i>(critique cannoise)</I> Le récit est d'une linéarité affligeante et d'une simplicité frôlant la vacuité (...)";"2"
"A HISTORY OF VIOLENCE";"165";"18492647";"Le Figaro";"Dominique Borde";"<i>Voir la critique sur www.lefigaro.fr</i>";"2"
"A HISTORY OF VIOLENCE";"166";"18540772";"Score";"Pierre Gaultier";"Cronenberg compose une série B d'une superbe facture classique (...) où il subvertit ce que l'on pouvait attendre du genre et du thème apparents (...)";"5"
"A HISTORY OF VIOLENCE";"167";"18492949";"The Hollywood Reporter";"Ray Bennett";"<i>(critique cannoise)</I>(...) Cronenberg livre un film d'une insolence réjouissante. Le récit est direct, mais le scénariste John Olson ne cesse de multiplier les fausses pistes et injecte une bonne dose d'humour très raffiné à cette violente histoire.";"5"
"A HISTORY OF VIOLENCE";"168";"18546181";"Première";"Gérard Delorme";"L'homme jout-il autant lorsqu'il tue que lorsqu'il baise ? Et le spectateur prend-il du plaisir à le voir faire ? Dans ce dernier cas, la réponse est oui. Sans remords ni culpabilité.";"5"
"A HISTORY OF VIOLENCE";"169";"18550144";"Télérama";"Louis Guichard";"(...) un remarquable Cronenberg. Remarquable, cela veut dire intelligent, complexe et maîtrisé, comme on peut s'y attendre de la part du cinéaste de Toronto, mais aussi méchamment accrocheur de bout en bout.";"5"
"A HISTORY OF VIOLENCE";"170";"18492600";"Libération";"Philippe Azoury et Olivier Séguret";"<i>(critique cannoise)</I> (...) la grande habileté du film repose d'abord sur ce va-et-vient entre le récit circonstanciel d'une famille américaine moyenne brutalement soumise à l'épreuve de la violence et le récit presque mythologique, primitif, jalonné de balises connues (...)";"4"
"A HISTORY OF VIOLENCE";"171";"18550101";"Le Monde";"Jacques Mandelbaum";"""A History of Violence"" est un chef-d'oeuvre méconnu par le jury du Festival de Cannes, mais qui n'en élève pas moins Cronenberg à une hauteur que peu de ses confrères parviennent à atteindre.";"5"
"A HISTORY OF VIOLENCE";"172";"18550684";"TéléCinéObs";"Olivier Bonnard";"Grand film.";"5"
"A HISTORY OF VIOLENCE";"173";"18550674";"Paris Match";"Christine Haas";"Réunissant tous les ingrédients d'un thriller classique, le film doit beaucoup aux comédiens qui apportent charisme, intensité et parfois même un humour délirant (...) à leur personnage. Il confirme le talent atypique d'un maître de la mise en scène.";"5"
"A HISTORY OF VIOLENCE";"174";"18543924";"Brazil";"Caroline Vié";"A History of Violence met le coeur en fête et les nerfs en pelote ! (...) Du bonheur on vous dit !";"5"
"A HISTORY OF VIOLENCE";"175";"18546672";"Studio Magazine";"Jean-Pierre Lavoignat";"<i>Voir la critique sur www.studiomag.com</i>";"4"
"A HISTORY OF VIOLENCE";"176";"18550702";"L'Express";"Eric Libiot";"<i>Voir la critique sur www.lexpress.fr</i>";"5"
"A HISTORY OF VIOLENCE";"177";"18550272";"Ouest France";"La rédaction";"Formidablement servi par des interprètes engagés sans retenue avec leurs personnages stéréotypés (...) [Cronenberg] joue avec des idées et des schémas pour secouer le confort de nos certitudes sur les notions de bien et de mal. Le piment de la provocation active un polar de belle facture classique.";"5"
"A HISTORY OF VIOLENCE";"178";"18492641";"Télérama";"Pierre Murat";"<i>(critique cannoise)</I> Dès la scène d'ouverture (...) le projet de David Cronenberg devient évident : démonter les clichés de l'american way of life en utilisant lui-même des clichés. Procédé dangereux, certes dont il se sort avec sa maestria coutumière.";"4"
"A HISTORY OF VIOLENCE";"179";"18541883";"aVoir-aLire.com";"Romain Le Vern";"(...) un uppercut quasiment parfait et méchamment heureux : audacieux, hilarant, inquiétant, triste, singulier, fiévreux. Il importe d'aller le voir à répétition pour savourer toutes les subtilités de cet objet ténébreux mais, en l'état, une première lecture suffit pour se rendre compte à quel point ce nouveau Cronenberg est immense et sublime.";"5"
"A HISTORY OF VIOLENCE";"180";"18550302";"Les Inrockuptibles";"Patrice Blouin et Jean-Marc Lalanne";"""a History of violence"" est donc un éblouissant exercice de relecture critique du cinéma américain, d'autant plus retors et subversif que sa facture paraît linéaire et classique.";"5"
"A HISTORY OF VIOLENCE";"181";"18550124";"Télé 7 Jours";"Laurence Tournier";"Cronenberg a fait de la violence le sujet (...) d'une satire très noire qui, à force d'osciller entre la reflexion philosophique et le polar déjanté à la sauce Tarantino, finit par parraître un brin bancale.";"3"
"A HISTORY OF VIOLENCE";"182";"18549428";"Chronic'art.com";"Vincent Malausa";"Rares sont les films qui atteignent un point de perfection aussi éclatant que celui du dernier Cronenberg. A History of violence advient, comme toujours avec le maître canadien, à la fois comme une surprise et une confirmation.";"5"
"A HISTORY OF VIOLENCE";"183";"18550660";"Zurban";"Claire Vassé";"(...) on pensait que Cronenberg avait libré son chef-d'oeuvre. Mais ""a History of violence"" dejoue ces prévisions avec une maestria d'autant plus bluffante qu'elle s'avance masquée derrière un apparent classicisme.";"5"
"A HISTORY OF VIOLENCE";"185";"18493158";"L'Humanité";"Michel Guilloux";"<i>(critique cannoise)</I> (...) Viggo Mortensen ne laisse pas d'impressionner par la manière dont, sans que rien ne le laisse prévoir, il abandonne le lissé de son personnage au profit d'une sauvagerie ressurgissant des tréfonds de soi, par le seul jeu du regard.";"4"
